DATE,User_ID,USER_TYPE,no_of_bets_placed,deposit_amount,bet_amount,bet_won_amount,withdrawal_amount,total_bonus_payout,bonus_names
11/06/2024,1097,player,0,0,0,0,10.95,0,
11/06/2024,1099,player,0,0,0,615.45,0,0,
12/06/2024,1006,player,0,0,0,0,190.27,0,
12/06/2024,1013,player,0,57.13,0,0,64.23,0,
12/06/2024,1014,player,1,0,87.99,0,0,0,
12/06/2024,1016,player,0,0,0,24.47,0,0,
12/06/2024,1025,player,0,0,0,151.87,0,0,
12/06/2024,1026,player,0,0,0,0,127.93,0,
12/06/2024,1034,VIP,0,0,0,0,221.99,0,
12/06/2024,1036,VIP,0,226.91,0,0,0,0,
12/06/2024,1047,player,0,95.37,0,0,0,0,
12/06/2024,1067,VIP,0,0,0,415.01,0,0,
13/06/2024,1001,player,0,235.98,0,0,0,0,
13/06/2024,1004,VIP,0,0,0,406.5,0,0,
13/06/2024,1006,player,0,304.01,0,0,0,0,
13/06/2024,1011,player,0,261.13,0,0,0,0,
13/06/2024,1016,player,0,0,0,487.59,0,0,
13/06/2024,1031,VIP,1,0,317.39,0,0,0,
13/06/2024,1038,VIP,1,0,243.08,0,0,0,
13/06/2024,1051,VIP,1,117.78,238.2,0,0,0,
13/06/2024,1070,player,0,0,0,389.39,0,0,
13/06/2024,1073,VIP,1,0,271,0,0,0,
13/06/2024,1080,player,0,0,0,443.86,0,0,
13/06/2024,1081,player,0,77.8,0,0,0,0,
13/06/2024,1086,VIP,0,426.89,0,0,0,0,
13/06/2024,1090,player,1,0,12.43,0,0,0,
14/06/2024,1002,player,0,0,0,0,438.71,0,
14/06/2024,1004,VIP,1,0,447.1,0,0,0,
14/06/2024,1011,player,0,0,0,346.5,430.79,0,
14/06/2024,1033,player,0,0,0,41.77,0,0,
14/06/2024,1037,player,0,0,0,148.87,0,0,
14/06/2024,1040,player,0,0,0,0,82.16,0,
14/06/2024,1042,player,0,0,0,0,414.16,0,
14/06/2024,1047,player,0,425.55,0,0,0,0,
14/06/2024,1048,VIP,0,0,0,69.57,0,0,
14/06/2024,1054,VIP,0,0,0,0,160.69,0,
14/06/2024,1057,player,1,413.82,405.66,0,0,0,
14/06/2024,1070,player,0,0,0,260.14,12.75,0,
14/06/2024,1081,player,0,0,0,0,203.44,0,
14/06/2024,1083,VIP,0,0,0,112.03,0,0,
14/06/2024,1086,VIP,0,0,0,0,74.26,0,
14/06/2024,1090,player,0,0,0,86.38,0,0,
14/06/2024,1095,player,0,68.22,0,0,0,0,
15/06/2024,1011,player,0,0,0,0,430.51,0,
15/06/2024,1027,VIP,0,284.83,0,0,0,0,
15/06/2024,1041,VIP,0,0,0,322.28,0,0,
15/06/2024,1048,VIP,0,286.19,0,0,0,0,
15/06/2024,1051,VIP,1,0,34.37,0,0,0,
15/06/2024,1054,VIP,0,0,0,0,350.67,0,
15/06/2024,1056,player,0,434.24,0,0,0,0,
15/06/2024,1058,VIP,0,0,0,0,498.63,0,
15/06/2024,1059,VIP,0,0,0,384.07,0,0,
15/06/2024,1065,player,1,0,34.87,0,265.76,0,
15/06/2024,1073,VIP,1,0,466.87,0,0,0,
15/06/2024,1074,VIP,0,163.73,0,0,0,0,
15/06/2024,1082,player,1,0,143.97,0,0,0,
15/06/2024,1091,VIP,0,0,0,22.81,0,0,
15/06/2024,1092,player,0,0,0,0,324.62,0,
15/06/2024,1094,VIP,0,0,0,146.99,0,0,
15/06/2024,1096,VIP,0,0,0,175.47,0,0,
16/06/2024,1005,player,0,41.35,0,0,362.91,0,
16/06/2024,1015,VIP,0,28.09,0,0,0,0,
16/06/2024,1026,player,0,0,0,471.07,0,0,
16/06/2024,1028,player,0,373.92,0,0,0,0,
16/06/2024,1029,player,1,0,40.3,0,0,0,
16/06/2024,1046,player,0,0,0,0,324.48,0,
16/06/2024,1050,VIP,1,0,195.88,0,0,0,
16/06/2024,1065,player,1,0,66.39,289.38,0,0,
16/06/2024,1074,VIP,0,74.67,0,0,0,0,
16/06/2024,1082,player,0,0,0,0,310.58,0,
16/06/2024,1088,player,0,0,0,0,8.31,0,
16/06/2024,1097,player,0,0,0,0,358.21,0,
16/06/2024,1098,player,0,0,0,261.91,0,0,
17/06/2024,1003,player,0,0,0,187.3,0,0,
17/06/2024,1005,player,0,31.06,0,0,0,0,
17/06/2024,1010,player,0,313.76,0,0,0,0,
17/06/2024,1016,player,0,0,0,176.47,0,0,
17/06/2024,1023,player,0,0,0,132.98,0,0,
17/06/2024,1032,player,0,445.21,0,0,0,0,
17/06/2024,1036,VIP,0,410.49,0,0,0,0,
17/06/2024,1038,VIP,1,0,75.63,0,0,0,
17/06/2024,1048,VIP,1,0,204.11,0,0,0,
17/06/2024,1051,VIP,0,333.6,0,0,0,0,
17/06/2024,1056,player,0,492.79,0,0,0,0,
17/06/2024,1058,VIP,0,260.6,0,53.77,0,0,
17/06/2024,1071,player,0,445.38,0,0,0,0,
17/06/2024,1075,VIP,0,0,0,0,704.21,0,
17/06/2024,1086,VIP,1,0,58.44,0,0,0,
17/06/2024,1090,player,0,61.39,0,722.5899999999999,0,0,
17/06/2024,1091,VIP,0,0,0,404.15,0,0,
18/06/2024,1007,player,0,0,0,0,162.74,0,
18/06/2024,1015,VIP,0,0,0,337.41,0,0,
18/06/2024,1029,player,0,0,0,0,449.16,0,
18/06/2024,1033,player,0,7.09,0,0,0,0,
18/06/2024,1036,VIP,0,228.04,0,0,0,0,
18/06/2024,1046,player,0,340.04,0,0,97.5,0,
18/06/2024,1055,VIP,1,384.25,366.93,0,0,0,
18/06/2024,1056,player,0,162.74,0,0,0,0,
18/06/2024,1075,VIP,0,926.53,0,0,405.77,0,
18/06/2024,1076,player,0,174.31,0,0,0,0,
18/06/2024,1080,player,0,0,0,0,63.09,0,
18/06/2024,1084,player,1,0,18.11,0,379.15,0,
18/06/2024,1087,player,0,10.29,0,0,0,0,
19/06/2024,1003,player,0,0,0,205.55,312.39,0,
19/06/2024,1010,player,0,0,0,455.91,0,0,
19/06/2024,1011,player,0,0,0,38.15,0,0,
19/06/2024,1016,player,0,398.43,0,0,0,0,
19/06/2024,1018,player,0,0,0,0,307.75,0,
19/06/2024,1026,player,0,0,0,354.68,0,0,
19/06/2024,1029,player,0,43.31,0,0,215.59,0,
19/06/2024,1033,player,0,0,0,0,103.5,0,
19/06/2024,1036,VIP,0,0,0,495.85,0,0,
19/06/2024,1037,player,0,130.67,0,0,0,0,
19/06/2024,1038,VIP,0,213.21,0,0,0,0,
19/06/2024,1039,player,0,65.11,0,0,0,0,
19/06/2024,1040,player,0,27.96,0,0,0,0,
19/06/2024,1042,player,0,425.83,0,0,0,0,
19/06/2024,1043,player,1,0,178.73,0,0,0,
19/06/2024,1054,VIP,0,0,0,11.91,0,0,
19/06/2024,1059,VIP,0,212.65,0,0,68.69,0,
19/06/2024,1062,player,0,0,0,0,334.92,0,
19/06/2024,1068,player,0,0,0,0,129.03,0,
19/06/2024,1071,player,0,12.75,0,0,0,0,
19/06/2024,1074,VIP,0,0,0,410.96,0,0,
19/06/2024,1080,player,0,366.92,0,0,0,0,
19/06/2024,1090,player,0,305.77,0,0,0,0,
20/06/2024,1009,VIP,0,0,0,49.8,0,0,
20/06/2024,1010,player,0,354.26,0,0,0,0,
20/06/2024,1013,player,0,0,0,345.47,0,0,
20/06/2024,1016,player,0,284.43,0,0,0,0,
20/06/2024,1020,player,0,0,0,0,271.55,0,
20/06/2024,1024,player,0,459.59,0,0,0,0,
20/06/2024,1028,player,0,0,0,0,194.82,0,
20/06/2024,1042,player,0,0,0,367.42,0,0,
20/06/2024,1047,player,0,0,0,0,336.83,0,
20/06/2024,1059,VIP,1,0,157.39,0,0,0,
20/06/2024,1076,player,0,222.81,0,0,0,0,
20/06/2024,1079,player,1,0,216.72,0,0,0,
20/06/2024,1083,VIP,1,0,19.5,0,0,0,
20/06/2024,1090,player,0,409.62,0,0,73.98,0,
20/06/2024,1097,player,0,472.84,0,0,0,0,
21/06/2024,1007,player,0,325.44,0,0,0,0,
21/06/2024,1013,player,0,0,0,0,458.95,0,
21/06/2024,1014,player,0,425.12,0,0,0,0,
21/06/2024,1019,player,1,0,76.68,0,0,0,
21/06/2024,1023,player,0,318.94,0,0,0,0,
21/06/2024,1033,player,0,0,0,265.55,0,0,
21/06/2024,1041,VIP,0,0,0,0,164.99,0,
21/06/2024,1054,VIP,0,0,0,404.21,0,0,
21/06/2024,1055,VIP,0,513.6800000000001,0,0,0,0,
21/06/2024,1060,player,0,321.34,0,270.08,0,0,
21/06/2024,1063,player,0,272.3,0,0,0,0,
21/06/2024,1077,VIP,0,0,0,0,478.29999999999995,0,
21/06/2024,1078,VIP,0,0,0,0,289.67,0,
21/06/2024,1084,player,0,143.43,0,0,0,0,
21/06/2024,1088,player,0,259.46,0,0,0,0,
22/06/2024,1004,VIP,0,0,0,78.67,0,0,
22/06/2024,1007,player,0,376.92,0,0,0,0,
22/06/2024,1012,player,0,0,0,0,204.1,0,
22/06/2024,1022,VIP,0,312.37,0,0,0,0,
22/06/2024,1024,player,0,0,0,0,219.04,0,
22/06/2024,1030,player,0,37.87,0,0,0,0,
22/06/2024,1034,VIP,0,0,0,454.41,0,0,
22/06/2024,1042,player,0,0,0,61.12,0,0,
22/06/2024,1043,player,0,118.3,0,0,0,0,
22/06/2024,1045,VIP,0,0,0,0,465.75,0,
22/06/2024,1064,VIP,0,0,0,181.36,0,0,
22/06/2024,1074,VIP,0,0,0,465.81,0,0,
22/06/2024,1077,VIP,0,0,0,258.87,0,0,
22/06/2024,1080,player,0,0,0,384.2,0,0,
22/06/2024,1081,player,1,0,91.67,0,0,0,
22/06/2024,1084,player,0,463.9,0,0,0,0,
22/06/2024,1086,VIP,1,0,130.56,0,0,0,
22/06/2024,1087,player,0,276.95,0,0,0,0,
22/06/2024,1089,player,0,0,0,470.6,0,0,
22/06/2024,1098,player,0,399.86,0,0,0,0,
23/06/2024,1016,player,0,43.05,0,0,0,0,
23/06/2024,1017,player,0,0,0,0,76.91,0,
23/06/2024,1020,player,0,409.86,0,0,0,0,
23/06/2024,1025,player,0,155.15,0,0,0,0,
23/06/2024,1030,player,1,0,145.37,0,0,0,
23/06/2024,1031,VIP,0,0,0,0,283.88,0,
23/06/2024,1033,player,0,6.56,0,0,0,0,
23/06/2024,1047,player,1,0,159.79,0,348.65,0,
23/06/2024,1054,VIP,0,0,0,135.06,0,0,
23/06/2024,1061,player,0,0,0,0,33.13,0,
23/06/2024,1068,player,2,0,380.15999999999997,0,0,0,
23/06/2024,1070,player,0,0,0,403,0,0,
23/06/2024,1075,VIP,0,0,0,0,158.72,0,
23/06/2024,1083,VIP,0,0,0,0,422.5,0,
23/06/2024,1090,player,1,303.29,22.81,0,0,0,
23/06/2024,1094,VIP,0,0,0,0,118.86,0,
24/06/2024,1001,player,0,0,0,0,220.71,0,
24/06/2024,1005,player,0,0,0,0,209.45,0,
24/06/2024,1006,player,1,0,284.09,0,181.58,0,
24/06/2024,1010,player,0,0,0,255.61,0,0,
24/06/2024,1015,VIP,0,448.39,0,0,310.22,0,
24/06/2024,1021,player,0,0,0,28,0,0,
24/06/2024,1022,VIP,0,344.5,0,0,0,0,
24/06/2024,1027,VIP,0,0,0,69.14,0,0,
24/06/2024,1035,player,0,0,0,92.72,0,0,
24/06/2024,1038,VIP,0,25.15,0,0,0,0,
24/06/2024,1041,VIP,0,0,0,364.14,0,0,
24/06/2024,1049,player,0,428.14,0,0,0,0,
24/06/2024,1050,VIP,0,0,0,57.71,0,0,
24/06/2024,1052,VIP,0,144.46,0,0,0,0,
24/06/2024,1056,player,0,0,0,392.99,0,0,
24/06/2024,1061,player,0,308.63,0,0,0,0,
24/06/2024,1064,VIP,0,447.1,0,0,0,0,
24/06/2024,1079,player,0,362.72,0,0,0,0,
24/06/2024,1089,player,0,0,0,0,90.45,0,
25/06/2024,1005,player,0,0,0,452.44,0,0,
25/06/2024,1006,player,0,0,0,371.91,0,0,
25/06/2024,1017,player,0,164.22,0,0,0,0,
25/06/2024,1025,player,0,272.9,0,0,0,0,
25/06/2024,1030,player,0,0,0,0,449.16,0,
25/06/2024,1035,player,0,0,0,0,410.99,0,
25/06/2024,1036,VIP,0,0,0,0,498.38,0,
25/06/2024,1044,VIP,1,0,129.72,0,0,0,
25/06/2024,1045,VIP,0,0,0,0,388.35,0,
25/06/2024,1049,player,0,0,0,0,289.2,0,
25/06/2024,1051,VIP,0,86.98,0,0,0,0,
25/06/2024,1053,VIP,0,0,0,0,132.55,0,
25/06/2024,1067,VIP,0,0,0,0,380.97,0,
25/06/2024,1076,player,0,0,0,0,331.43,0,
25/06/2024,1078,VIP,0,233.46,0,0,225.2,0,
25/06/2024,1091,VIP,1,0,127.42,0,297.25,0,
25/06/2024,1095,player,0,486.84,0,145.92,0,0,
25/06/2024,1096,VIP,0,403.91,0,0,0,0,
26/06/2024,1006,player,0,212.77,0,0,0,0,
26/06/2024,1010,player,0,0,0,0,310.45,0,
26/06/2024,1013,player,1,0,381.64,0,0,0,
26/06/2024,1027,VIP,0,0,0,0,426.83,0,
26/06/2024,1034,VIP,0,0,0,0,329.09,0,
26/06/2024,1041,VIP,0,0,0,0,296.88,0,
26/06/2024,1043,player,0,0,0,0,322.86,0,
26/06/2024,1045,VIP,1,0,249.91,0,0,0,
26/06/2024,1046,player,0,0,0,33.17,0,0,
26/06/2024,1049,player,1,0,34.7,0,0,0,
26/06/2024,1050,VIP,0,265.74,0,0,0,0,
26/06/2024,1052,VIP,0,0,0,0,446.04,0,
26/06/2024,1053,VIP,0,0,0,0,279.08,0,
26/06/2024,1058,VIP,0,0,0,453.4,0,0,
26/06/2024,1062,player,0,0,0,72.21,0,0,
26/06/2024,1071,player,0,133.43,0,0,335.1,0,
26/06/2024,1080,player,0,144.71,0,0,496.15,0,
26/06/2024,1082,player,1,0,375.32,0,0,0,
26/06/2024,1083,VIP,0,0,0,496.22,0,0,
26/06/2024,1087,player,0,0,0,323.77,0,0,
26/06/2024,1090,player,0,0,0,0,313.29,0,
26/06/2024,1098,player,1,0,247.41,0,0,0,
27/06/2024,1013,player,0,0,0,424.91,0,0,
27/06/2024,1019,player,0,0,0,0,101.46,0,
27/06/2024,1035,player,0,134.98,0,0,0,0,
27/06/2024,1040,player,1,0,225.23,0,0,0,
27/06/2024,1042,player,0,0,0,40.46,0,0,
27/06/2024,1046,player,0,465.77,0,0,0,0,
27/06/2024,1056,player,1,0,46.91,0,0,0,
27/06/2024,1063,player,0,0,0,0,489.53,0,
27/06/2024,1072,player,0,0,0,0,357.22,0,
27/06/2024,1083,VIP,0,477.15,0,0,0,0,
27/06/2024,1092,player,0,0,0,82.45,0,0,
27/06/2024,1099,player,0,0,0,362.91,0,0,
28/06/2024,1001,player,0,0,0,0,233.22,0,
28/06/2024,1004,VIP,0,0,0,476.56,0,0,
28/06/2024,1006,player,1,0,270.58,0,0,0,
28/06/2024,1017,player,0,0,0,337.83,0,0,
28/06/2024,1020,player,0,0,0,0,85.76,0,
28/06/2024,1022,VIP,1,0,357.89,0,0,0,
28/06/2024,1026,player,0,0,0,612.74,0,0,
28/06/2024,1035,player,0,70.04,0,0,0,0,
28/06/2024,1037,player,0,418.82,0,0,0,0,
28/06/2024,1038,VIP,1,0,248.91,0,0,0,
28/06/2024,1040,player,1,0,130.67,438.37,0,0,
28/06/2024,1054,VIP,0,0,0,0,441.5,0,
28/06/2024,1055,VIP,1,0,198.91,0,0,0,
28/06/2024,1060,player,0,0,0,0,378.69,0,
28/06/2024,1069,player,0,243.99,0,0,0,0,
28/06/2024,1073,VIP,1,0,414.81,0,0,0,
28/06/2024,1080,player,0,0,0,98.01,0,0,
28/06/2024,1089,player,1,0,333.46,0,0,0,
28/06/2024,1092,player,0,0,0,0,136.21,0,
28/06/2024,1096,VIP,0,297.77,0,0,0,0,
29/06/2024,1018,player,0,238.64,0,0,0,0,
29/06/2024,1019,player,0,0,0,0,163.9,0,
29/06/2024,1023,player,0,0,0,0,437.61,0,
29/06/2024,1032,player,0,0,0,340.46,0,0,
29/06/2024,1048,VIP,0,359.01,0,0,467.97,0,
29/06/2024,1053,VIP,0,83.88,0,0,0,0,
29/06/2024,1069,player,0,0,0,0,278.89,0,
29/06/2024,1080,player,0,0,0,0,409.62,0,
29/06/2024,1082,player,0,436.31,0,0,0,0,
29/06/2024,1089,player,1,0,220.71,0,0,0,
29/06/2024,1094,VIP,0,0,0,0,118.88,0,
30/06/2024,1008,player,1,0,243.87,98.26,0,0,
30/06/2024,1010,player,0,0,0,0,382.8,0,
30/06/2024,1022,VIP,0,424.15,0,0,0,0,
30/06/2024,1026,player,0,0,0,380.17,0,0,
30/06/2024,1031,VIP,0,0,0,0,226.19,0,
30/06/2024,1033,player,0,0,0,0,433.99,0,
30/06/2024,1038,VIP,0,397.35,0,0,0,0,
30/06/2024,1041,VIP,1,254.6,333.32,169.65,0,0,
30/06/2024,1046,player,0,0,0,420.7,0,0,
30/06/2024,1050,VIP,1,0,249.82,0,0,0,
30/06/2024,1054,VIP,0,0,0,0,365.91,0,
30/06/2024,1058,VIP,0,0,0,0,21.82,0,
30/06/2024,1059,VIP,0,277.91,0,0,0,0,
30/06/2024,1092,player,0,0,0,209.58,0,0,
30/06/2024,1093,player,0,483.88,0,0,0,0,
30/06/2024,1096,VIP,0,0,0,367.19,0,0,
01/07/2024,1002,player,0,0,0,93.71,0,0,
01/07/2024,1011,player,0,285.57,0,0,0,0,
01/07/2024,1012,player,0,352.09,0,0,445.38,0,
01/07/2024,1015,VIP,1,0,293.15,0,281.5,0,
01/07/2024,1023,player,0,262.04,0,0,0,0,
01/07/2024,1024,player,0,177.38,0,451.57,0,0,
01/07/2024,1031,VIP,0,0,0,0,444.83,0,
01/07/2024,1036,VIP,0,240.07,0,0,0,0,
01/07/2024,1040,player,1,0,175.34,0,372.41,0,
01/07/2024,1041,VIP,0,0,0,120.2,0,0,
01/07/2024,1051,VIP,1,0,445.38,0,0,0,
01/07/2024,1054,VIP,0,0,0,0,18.81,0,
01/07/2024,1067,VIP,0,186.8,0,0,0,0,
01/07/2024,1070,player,1,0,54.64,0,0,0,
01/07/2024,1082,player,0,0,0,0,154.92,0,
01/07/2024,1085,player,0,0,0,0,207.85,0,
01/07/2024,1091,VIP,0,256.7,0,0,0,0,
01/07/2024,1093,player,1,0,315.97,0,0,0,
01/07/2024,1094,VIP,0,151.98,0,0,0,0,
01/07/2024,1098,player,0,0,0,0,378.65,0,
02/07/2024,1004,VIP,1,0,377.2,0,0,0,
02/07/2024,1009,VIP,0,0,0,431.58,0,0,
02/07/2024,1012,player,1,0,440.55,0,0,0,
02/07/2024,1013,player,1,0,360.76,0,0,0,
02/07/2024,1016,player,0,0,0,313.76,0,0,
02/07/2024,1018,player,0,109.17,0,0,75.71,0,
02/07/2024,1021,player,0,0,0,326.90000000000003,0,0,
02/07/2024,1028,player,1,0,9.18,0,0,0,
02/07/2024,1035,player,0,0,0,254.86,0,0,
02/07/2024,1042,player,0,0,0,468.15,0,0,
02/07/2024,1046,player,0,0,0,0,64.81,0,
02/07/2024,1047,player,1,0,164.18,0,0,0,
02/07/2024,1051,VIP,1,174.33,170.55,0,0,0,
02/07/2024,1055,VIP,0,0,0,0,161.4,0,
02/07/2024,1057,player,1,0,282.28,0,0,0,
02/07/2024,1062,player,0,172.64,0,0,0,0,
02/07/2024,1070,player,0,331.43,0,0,0,0,
02/07/2024,1073,VIP,0,0,0,0,156.24,0,
02/07/2024,1081,player,0,0,0,71.73,0,0,
02/07/2024,1082,player,1,0,123.28,0,0,0,
02/07/2024,1085,player,0,250.02,0,357.09,0,0,
02/07/2024,1094,VIP,1,0,310.77,0,0,0,
02/07/2024,1098,player,0,0,0,0,220.22,0,
03/07/2024,1011,player,0,0,0,275.03,0,0,
03/07/2024,1020,player,0,0,0,51.05,0,0,
03/07/2024,1021,player,1,0,118.32,0,0,0,
03/07/2024,1034,VIP,0,0,0,41.23,0,0,
03/07/2024,1035,player,0,0,0,91.48,0,0,
03/07/2024,1039,player,1,0,498.85,0,0,0,
03/07/2024,1051,VIP,0,0,0,0,118.22,0,
03/07/2024,1056,player,1,489.76,390.29,0,0,0,
03/07/2024,1065,player,0,54.43,0,0,0,0,
03/07/2024,1068,player,0,386.03,0,0,0,0,
03/07/2024,1070,player,0,0,0,41.77,0,0,
03/07/2024,1071,player,1,0,499.51,0,0,0,
03/07/2024,1079,player,1,0,222.72,0,0,0,
03/07/2024,1081,player,1,0,161.73,0,0,0,
03/07/2024,1085,player,0,434.33,0,0,0,0,
03/07/2024,1095,player,0,0,0,160.69,0,0,
03/07/2024,1097,player,0,0,0,365.74,0,0,
03/07/2024,1098,player,0,356.68,0,0,0,0,
04/07/2024,1010,player,0,0,0,256.27,0,0,
04/07/2024,1012,player,0,169.65,0,0,0,0,
04/07/2024,1034,VIP,1,0,403.86,0,0,0,
04/07/2024,1043,player,0,340.29,0,0,0,0,
04/07/2024,1044,VIP,0,0,0,0,465.75,0,
04/07/2024,1048,VIP,0,166.37,0,0,0,0,
04/07/2024,1050,VIP,1,0,29.38,0,0,0,
04/07/2024,1052,VIP,0,0,0,127.8,0,0,
04/07/2024,1058,VIP,0,0,0,350.67,295.94,0,
04/07/2024,1060,player,0,0,0,0,62.42,0,
04/07/2024,1061,player,1,0,324.62,0,0,0,
04/07/2024,1068,player,0,0,0,0,141.14,0,
04/07/2024,1081,player,0,0,0,0,283.12,0,
04/07/2024,1083,VIP,0,0,0,0,327.41,0,
04/07/2024,1084,player,1,0,27.09,0,0,0,
04/07/2024,1085,player,0,0,0,22.96,0,0,
04/07/2024,1088,player,1,0,226.66,0,0,0,
04/07/2024,1096,VIP,1,0,174.61,0,0,0,
04/07/2024,1098,player,0,357.95,0,0,0,0,
04/07/2024,1099,player,0,236.81,0,0,0,0,
05/07/2024,1003,player,0,358.21,0,0,0,0,
05/07/2024,1009,VIP,0,0,0,0,151.29,0,
05/07/2024,1012,player,0,292.1,0,0,0,0,
05/07/2024,1014,player,0,0,0,247.76,0,0,
05/07/2024,1033,player,0,0,0,417.14,0,0,
05/07/2024,1034,VIP,1,0,90.09,0,0,0,
05/07/2024,1041,VIP,0,280.58,0,0,0,0,
05/07/2024,1043,player,1,0,222.54,0,83.44,0,
05/07/2024,1049,player,0,0,0,499.69,0,0,
05/07/2024,1055,VIP,2,0,607.25,0,0,0,
05/07/2024,1058,VIP,0,42.33,0,0,0,0,
05/07/2024,1071,player,1,0,62.08,0,0,0,
05/07/2024,1077,VIP,0,0,0,58.13,0,0,
05/07/2024,1078,VIP,0,352.71,0,0,0,0,
05/07/2024,1080,player,1,0,491.19,0,0,0,
05/07/2024,1086,VIP,0,76.77,0,0,0,0,
05/07/2024,1090,player,0,94.35,0,0,0,0,
05/07/2024,1091,VIP,1,0,141.78,0,0,0,
05/07/2024,1093,player,1,0,292.85,0,0,0,
06/07/2024,1007,player,0,296.56,0,0,0,0,
06/07/2024,1010,player,0,270.46,0,0,0,0,
06/07/2024,1011,player,1,0,170.93,0,0,0,
06/07/2024,1013,player,0,445.12,0,0,0,0,
06/07/2024,1014,player,0,0,0,270.46,0,0,
06/07/2024,1016,player,0,647.27,0,0,89.34,0,
06/07/2024,1018,player,1,0,58.66,0,0,0,
06/07/2024,1021,player,0,0,0,0,244.11,0,
06/07/2024,1027,VIP,0,431.49,0,0,0,0,
06/07/2024,1031,VIP,1,0,68.39,0,0,0,
06/07/2024,1032,player,0,0,0,5.89,0,0,
06/07/2024,1039,player,1,0,175.34,0,0,0,
06/07/2024,1040,player,0,0,0,0,485.25,0,
06/07/2024,1047,player,0,0,0,331.77,0,0,
06/07/2024,1049,player,1,0,303.73,0,0,0,
06/07/2024,1056,player,1,0,359.47,0,0,0,
06/07/2024,1061,player,0,0,0,446.04,0,0,
06/07/2024,1064,VIP,1,0,424.24,0,0,0,
06/07/2024,1065,player,1,0,338.9,0,0,0,
06/07/2024,1068,player,1,0,79.04,0,202.06,0,
06/07/2024,1079,player,1,0,129.93,0,0,0,
06/07/2024,1082,player,0,0,0,0,207.24,0,
06/07/2024,1090,player,0,0,0,158.26,0,0,
06/07/2024,1099,player,0,0,0,356.71,62.56,0,
07/07/2024,1001,player,0,0,0,451.43,0,0,
07/07/2024,1015,VIP,0,0,0,207.07,0,0,
07/07/2024,1017,player,0,49.97,0,0,0,0,
07/07/2024,1018,player,0,343.69,0,0,0,0,
07/07/2024,1020,player,0,0,0,104.59,0,0,
07/07/2024,1030,player,0,0,0,0,83.79,0,
07/07/2024,1039,player,0,0,0,434.83,0,0,
07/07/2024,1044,VIP,0,0,0,261.89,0,0,
07/07/2024,1045,VIP,0,0,0,0,215.8,0,
07/07/2024,1054,VIP,1,0,492.16,0,0,0,
07/07/2024,1055,VIP,1,0,40.28,0,0,0,
07/07/2024,1057,player,0,0,0,0,40.99,0,
07/07/2024,1058,VIP,1,0,335.96,0,0,0,
07/07/2024,1059,VIP,0,131.37,0,0,0,0,
07/07/2024,1070,player,0,0,0,284.3,0,0,
07/07/2024,1073,VIP,1,0,414.81,0,0,0,
07/07/2024,1076,player,0,439.03,0,0,0,0,
07/07/2024,1082,player,0,0,0,380.02,0,0,
07/07/2024,1087,player,0,0,0,0,283.12,0,
07/07/2024,1088,player,0,0,0,250.52,0,0,
07/07/2024,1096,VIP,1,0,467.94,0,0,0,
07/07/2024,1099,player,0,468.09,0,0,0,0,
08/07/2024,1001,player,0,425.06,0,0,0,0,
08/07/2024,1010,player,0,414.81,0,0,0,0,
08/07/2024,1012,player,0,0,0,439.06,0,0,
08/07/2024,1022,VIP,0,0,0,0,639.44,0,
08/07/2024,1025,player,1,0,434.16,0,0,0,
08/07/2024,1028,player,0,0,0,0,338.66,0,
08/07/2024,1029,player,0,355.03,0,0,0,0,
08/07/2024,1031,VIP,0,0,0,48.3,0,0,
08/07/2024,1034,VIP,1,0,99.33,0,0,0,
08/07/2024,1037,player,0,0,0,379.13,0,0,
08/07/2024,1041,VIP,1,0,356.01,0,0,0,
08/07/2024,1048,VIP,1,0,43.31,0,0,0,
08/07/2024,1061,player,1,0,379.69,0,0,0,
08/07/2024,1070,player,0,397.35,0,0,0,0,
08/07/2024,1075,VIP,1,0,122.53,0,0,0,
08/07/2024,1079,player,0,0,0,0,51.96,0,
08/07/2024,1081,player,1,0,31.94,0,0,0,
08/07/2024,1087,player,0,0,0,75.52,0,0,
08/07/2024,1095,player,1,0,207.24,0,0,0,
08/07/2024,1096,VIP,0,224.53,0,0,0,0,
09/07/2024,1014,player,0,0,0,117.33,0,0,
09/07/2024,1021,player,0,0,0,0,615.26,0,
09/07/2024,1025,player,0,0,0,0,400.65,0,
09/07/2024,1038,VIP,1,0,118.2,0,0,0,
09/07/2024,1046,player,0,0,0,81.18,131.98,0,
09/07/2024,1048,VIP,1,0,398.63,274.67,0,0,
09/07/2024,1060,player,1,0,492.73,0,0,0,
09/07/2024,1062,player,0,0,0,40.65,0,0,
09/07/2024,1064,VIP,0,440.43,0,0,0,0,
09/07/2024,1070,player,0,0,0,376.4,368.25,0,
09/07/2024,1071,player,0,0,0,292.48,0,0,
09/07/2024,1082,player,1,0,379.69,0,0,0,
09/07/2024,1093,player,1,0,110.38,208.23,0,0,
10/07/2024,1002,player,1,0,23.49,0,0,0,
10/07/2024,1005,player,0,0,0,311.06,0,0,
10/07/2024,1006,player,0,0,0,163.28,0,0,
10/07/2024,1010,player,0,0,0,89.03,0,0,
10/07/2024,1011,player,0,251.56,0,0,0,0,
10/07/2024,1013,player,0,0,0,212.78,0,0,
10/07/2024,1016,player,0,0,0,252.57,0,0,
10/07/2024,1019,player,0,266.8,0,0,0,0,
10/07/2024,1028,player,0,0,0,0,131.98,0,
